timestamp,rating_numerator,rating_denominator,name,stage,breed,favorite_count,retweet_count
2016-11-20 17:20:08,12,10,Doc,floofer,golden_retriever,,
2016-11-20 00:59:15,13,10,Peaches,,golden_retriever,16217.0,2774.0
2016-11-18 23:35:32,13,10,Sobe,doggo,Border_collie,,
2016-11-18 01:24:14,12,10,,,miniature_pinscher,8532.0,2070.0
2016-11-17 17:04:16,11,10,Jeffrey,,malamute,,
2016-11-17 01:35:54,11,10,Mister,,Norfolk_terrier,8550.0,2667.0
2016-11-16 17:01:16,12,10,Iroh,,Siberian_husky,13913.0,4842.0
2016-11-16 16:28:21,11,10,Shadow,,West_Highland_white_terrier,7887.0,1542.0
2016-11-14 17:03:50,13,10,Cooper,,Pekinese,10993.0,2766.0
2016-11-14 01:18:12,12,10,,pupper,American_Staffordshire_terrier,,
2016-11-12 21:02:38,12,10,Cassie,,Pembroke,15389.0,5250.0
2016-11-12 00:36:46,12,10,Pancake,,collie,21154.0,7194.0
2016-11-11 00:03:42,12,10,Tyr,,Cardigan,,
2016-11-10 17:02:03,11,10,Romeo,,American_Staffordshire_terrier,12562.0,3307.0
2016-11-09 22:49:15,12,10,,doggo,cocker_spaniel,8020.0,1908.0
2016-11-09 16:22:22,12,10,Snicku,,Pekinese,11662.0,4513.0
2016-11-09 00:37:46,11,10,Ruby,,golden_retriever,,
2016-11-08 22:25:27,11,10,,,Cardigan,,
2016-11-08 20:00:55,12,10,Yogi,,chow,,
2016-11-08 16:47:50,13,10,Daisy,,golden_retriever,,
2016-11-07 03:14:10,13,10,,doggo,golden_retriever,52705.0,25813.0
2016-11-06 22:59:35,12,10,Brody,,golden_retriever,,
2016-11-04 00:15:59,12,10,,,Samoyed,10147.0,2879.0
2016-11-02 23:45:19,12,10,Maximus,,Labrador_retriever,17806.0,5290.0
2016-11-02 16:00:06,13,10,Clark,,Old_English_sheepdog,9760.0,2029.0
2016-11-01 23:53:02,12,10,Dobby,,miniature_pinscher,8451.0,1762.0
2016-11-01 17:12:16,12,10,Fiona,,golden_retriever,,
2016-11-01 03:00:09,13,10,Moreton,,Afghan_hound,26046.0,9961.0
2016-11-01 02:00:14,12,10,Dave,,Siberian_husky,,
2016-11-01 01:00:05,12,10,,,basset,,
2016-11-01 00:00:38,13,10,Tucker,,golden_retriever,11136.0,3552.0
2016-10-31 23:00:11,11,10,Juno,,wire-haired_fox_terrier,10430.0,3103.0
2016-10-31 21:00:23,12,10,Lily,puppo,Labrador_retriever,,
